id,video_path,split,label,labels,duration_sec
Normal_Videos_453_x264,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_453_x264.mp4,train,normal,normal,177.4000
Normal_Videos_247_x264,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_247_x264.mp4,train,normal,normal,273.7000
Normal_Videos_289_x264,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_289_x264.mp4,train,normal,normal,28.7667
Normal_Videos_100_x264,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_100_x264.mp4,train,normal,normal,20.9000
Normal_Videos_478_x264,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_478_x264.mp4,train,normal,normal,150.0667
Normal_Videos_246_x264__syn_ml_abuse_0,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_246_x264.mp4,train,violent,violent|abuse,166.4333
Normal_Videos_417_x264__syn_ml_arrest_0,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_417_x264.mp4,train,violent,violent|arrest,35.9000
Normal_Videos_576_x264__syn_ml_arson_0,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_576_x264.mp4,train,violent,violent|arson,375.8333
Normal_Videos_345_x264__syn_ml_assault_0,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_345_x264.mp4,train,violent,violent|assault,6.9667
Normal_Videos_310_x264__syn_ml_burglary_0,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_310_x264.mp4,train,violent,violent|burglary,83.9333
Normal_Videos_401_x264__syn_ml_explosion_0,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_401_x264.mp4,train,violent,violent|explosion,54.2000
Normal_Videos_312_x264__syn_ml_fighting_0,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_312_x264.mp4,train,violent,violent|fighting,42.0333
Normal_Videos_352_x264__syn_ml_road_accidents_0,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_352_x264.mp4,train,violent,violent|road_accidents,180.1000
Normal_Videos_365_x264__syn_ml_robbery_0,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_365_x264.mp4,train,violent,violent|robbery,220.8667
Normal_Videos_050_x264__syn_ml_shooting_0,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_050_x264.mp4,train,violent,violent|shooting,139.9333
Normal_Videos_317_x264__syn_ml_shoplifting_0,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_317_x264.mp4,train,violent,violent|shoplifting,30.9667
Normal_Videos_453_x264__syn_ml_stealing_0,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_453_x264.mp4,train,violent,violent|stealing,177.4000
Normal_Videos_247_x264__syn_ml_vandalism_0,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_247_x264.mp4,train,violent,violent|vandalism,273.7000
Normal_Videos_150_x264,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_150_x264.mp4,val,normal,normal,28.8000
Normal_Videos_439_x264,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_439_x264.mp4,val,normal,normal,140.8667
Normal_Videos_248_x264,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_248_x264.mp4,val,normal,normal,38.0000
Normal_Videos_251_x264,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_251_x264.mp4,val,normal,normal,13.5000
Normal_Videos_439_x264__syn_ml_abuse_0,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_439_x264.mp4,val,violent,violent|abuse,140.8667
Normal_Videos_248_x264__syn_ml_arrest_0,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_248_x264.mp4,val,violent,violent|arrest,38.0000
Normal_Videos_251_x264__syn_ml_arson_0,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_251_x264.mp4,val,violent,violent|arson,13.5000
Normal_Videos_150_x264__syn_ml_assault_0,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_150_x264.mp4,val,violent,violent|assault,28.8000
Normal_Videos_439_x264__syn_ml_burglary_0,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_439_x264.mp4,val,violent,violent|burglary,140.8667
Normal_Videos_248_x264__syn_ml_explosion_0,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_248_x264.mp4,val,violent,violent|explosion,38.0000
Normal_Videos_251_x264__syn_ml_fighting_0,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_251_x264.mp4,val,violent,violent|fighting,13.5000
Normal_Videos_150_x264__syn_ml_road_accidents_0,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_150_x264.mp4,val,violent,violent|road_accidents,28.8000
Normal_Videos_439_x264__syn_ml_robbery_0,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_439_x264.mp4,val,violent,violent|robbery,140.8667
Normal_Videos_248_x264__syn_ml_shooting_0,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_248_x264.mp4,val,violent,violent|shooting,38.0000
Normal_Videos_251_x264__syn_ml_shoplifting_0,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_251_x264.mp4,val,violent,violent|shoplifting,13.5000
Normal_Videos_150_x264__syn_ml_stealing_0,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_150_x264.mp4,val,violent,violent|stealing,28.8000
Normal_Videos_439_x264__syn_ml_vandalism_0,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_439_x264.mp4,val,violent,violent|vandalism,140.8667
Normal_Videos_015_x264,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_015_x264.mp4,test,normal,normal,16.0000
Normal_Videos_129_x264,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_129_x264.mp4,test,normal,normal,15.5667
Normal_Videos_452_x264,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_452_x264.mp4,test,normal,normal,14.7667
Normal_Videos_129_x264__syn_ml_abuse_0,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_129_x264.mp4,test,violent,violent|abuse,15.5667
Normal_Videos_452_x264__syn_ml_arrest_0,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_452_x264.mp4,test,violent,violent|arrest,14.7667
Normal_Videos_015_x264__syn_ml_arson_0,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_015_x264.mp4,test,violent,violent|arson,16.0000
Normal_Videos_129_x264__syn_ml_assault_0,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_129_x264.mp4,test,violent,violent|assault,15.5667
Normal_Videos_452_x264__syn_ml_burglary_0,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_452_x264.mp4,test,violent,violent|burglary,14.7667
Normal_Videos_015_x264__syn_ml_explosion_0,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_015_x264.mp4,test,violent,violent|explosion,16.0000
Normal_Videos_129_x264__syn_ml_fighting_0,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_129_x264.mp4,test,violent,violent|fighting,15.5667
Normal_Videos_452_x264__syn_ml_road_accidents_0,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_452_x264.mp4,test,violent,violent|road_accidents,14.7667
Normal_Videos_015_x264__syn_ml_robbery_0,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_015_x264.mp4,test,violent,violent|robbery,16.0000
Normal_Videos_129_x264__syn_ml_shooting_0,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_129_x264.mp4,test,violent,violent|shooting,15.5667
Normal_Videos_452_x264__syn_ml_shoplifting_0,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_452_x264.mp4,test,violent,violent|shoplifting,14.7667
Normal_Videos_015_x264__syn_ml_stealing_0,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_015_x264.mp4,test,violent,violent|stealing,16.0000
Normal_Videos_129_x264__syn_ml_vandalism_0,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_129_x264.mp4,test,violent,violent|vandalism,15.5667
