id,video_path,split,label,labels,duration_sec
Normal_Videos_453_x264,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_453_x264.mp4,train,normal,normal,177.4000
Normal_Videos_247_x264,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_247_x264.mp4,train,normal,normal,273.7000
Normal_Videos_289_x264,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_289_x264.mp4,train,normal,normal,28.7667
Normal_Videos_100_x264,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_100_x264.mp4,train,normal,normal,20.9000
Normal_Videos_478_x264,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_478_x264.mp4,train,normal,normal,150.0667
Normal_Videos_246_x264__syn_abuse_0,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_246_x264.mp4,train,abuse,abuse,166.4333
Normal_Videos_417_x264__syn_arrest_0,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_417_x264.mp4,train,arrest,arrest,35.9000
Normal_Videos_576_x264__syn_arson_0,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_576_x264.mp4,train,arson,arson,375.8333
Normal_Videos_345_x264__syn_assault_0,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_345_x264.mp4,train,assault,assault,6.9667
Normal_Videos_310_x264__syn_burglary_0,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_310_x264.mp4,train,burglary,burglary,83.9333
Normal_Videos_401_x264__syn_explosion_0,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_401_x264.mp4,train,explosion,explosion,54.2000
Normal_Videos_312_x264__syn_fighting_0,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_312_x264.mp4,train,fighting,fighting,42.0333
Normal_Videos_352_x264__syn_road_accidents_0,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_352_x264.mp4,train,road_accidents,road_accidents,180.1000
Normal_Videos_365_x264__syn_robbery_0,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_365_x264.mp4,train,robbery,robbery,220.8667
Normal_Videos_050_x264__syn_shooting_0,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_050_x264.mp4,train,shooting,shooting,139.9333
Normal_Videos_317_x264__syn_shoplifting_0,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_317_x264.mp4,train,shoplifting,shoplifting,30.9667
Normal_Videos_453_x264__syn_stealing_0,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_453_x264.mp4,train,stealing,stealing,177.4000
Normal_Videos_247_x264__syn_vandalism_0,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_247_x264.mp4,train,vandalism,vandalism,273.7000
Normal_Videos_150_x264,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_150_x264.mp4,val,normal,normal,28.8000
Normal_Videos_439_x264,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_439_x264.mp4,val,normal,normal,140.8667
Normal_Videos_248_x264,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_248_x264.mp4,val,normal,normal,38.0000
Normal_Videos_251_x264,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_251_x264.mp4,val,normal,normal,13.5000
Normal_Videos_439_x264__syn_abuse_0,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_439_x264.mp4,val,abuse,abuse,140.8667
Normal_Videos_248_x264__syn_arrest_0,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_248_x264.mp4,val,arrest,arrest,38.0000
Normal_Videos_251_x264__syn_arson_0,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_251_x264.mp4,val,arson,arson,13.5000
Normal_Videos_150_x264__syn_assault_0,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_150_x264.mp4,val,assault,assault,28.8000
Normal_Videos_439_x264__syn_burglary_0,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_439_x264.mp4,val,burglary,burglary,140.8667
Normal_Videos_248_x264__syn_explosion_0,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_248_x264.mp4,val,explosion,explosion,38.0000
Normal_Videos_251_x264__syn_fighting_0,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_251_x264.mp4,val,fighting,fighting,13.5000
Normal_Videos_150_x264__syn_road_accidents_0,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_150_x264.mp4,val,road_accidents,road_accidents,28.8000
Normal_Videos_439_x264__syn_robbery_0,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_439_x264.mp4,val,robbery,robbery,140.8667
Normal_Videos_248_x264__syn_shooting_0,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_248_x264.mp4,val,shooting,shooting,38.0000
Normal_Videos_251_x264__syn_shoplifting_0,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_251_x264.mp4,val,shoplifting,shoplifting,13.5000
Normal_Videos_150_x264__syn_stealing_0,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_150_x264.mp4,val,stealing,stealing,28.8000
Normal_Videos_439_x264__syn_vandalism_0,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_439_x264.mp4,val,vandalism,vandalism,140.8667
Normal_Videos_015_x264,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_015_x264.mp4,test,normal,normal,16.0000
Normal_Videos_129_x264,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_129_x264.mp4,test,normal,normal,15.5667
Normal_Videos_452_x264,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_452_x264.mp4,test,normal,normal,14.7667
Normal_Videos_129_x264__syn_abuse_0,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_129_x264.mp4,test,abuse,abuse,15.5667
Normal_Videos_452_x264__syn_arrest_0,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_452_x264.mp4,test,arrest,arrest,14.7667
Normal_Videos_015_x264__syn_arson_0,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_015_x264.mp4,test,arson,arson,16.0000
Normal_Videos_129_x264__syn_assault_0,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_129_x264.mp4,test,assault,assault,15.5667
Normal_Videos_452_x264__syn_burglary_0,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_452_x264.mp4,test,burglary,burglary,14.7667
Normal_Videos_015_x264__syn_explosion_0,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_015_x264.mp4,test,explosion,explosion,16.0000
Normal_Videos_129_x264__syn_fighting_0,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_129_x264.mp4,test,fighting,fighting,15.5667
Normal_Videos_452_x264__syn_road_accidents_0,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_452_x264.mp4,test,road_accidents,road_accidents,14.7667
Normal_Videos_015_x264__syn_robbery_0,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_015_x264.mp4,test,robbery,robbery,16.0000
Normal_Videos_129_x264__syn_shooting_0,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_129_x264.mp4,test,shooting,shooting,15.5667
Normal_Videos_452_x264__syn_shoplifting_0,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_452_x264.mp4,test,shoplifting,shoplifting,14.7667
Normal_Videos_015_x264__syn_stealing_0,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_015_x264.mp4,test,stealing,stealing,16.0000
Normal_Videos_129_x264__syn_vandalism_0,/home/elio_samaha/X/transverse_project_idemia/Normal_Videos_for_Event_Recognition/Normal_Videos_for_Event_Recognition/Normal_Videos_129_x264.mp4,test,vandalism,vandalism,15.5667
